RecipeID,StepNumber,StepDescription
79,6,'Immediately add the lentils water broth and salt'
79,7,' Bring the soup to a (gentle) boil'
79,8,'After it has come to a boil reduce heat to medium-low cover the pot halfway and cook for 15-20 minutes or until the lentils have fallen apart and the carrots are completely cooked'
79,9,'After the soup has cooked and the lentils are tender blend the soup either in a blender or simply use a hand blender to reach the consistency you desire'
79,10,' Taste for seasoning and add more salt if necessary'
79,11,'Serve with crushed-up crackers torn up bread or something else to add some extra thickness'
79,12,'  You could also use a traditional thickener (like cornstarch or flour) but I prefer to add crackers for some texture and saltiness'
79,13,'  Makes great leftovers stays good in the fridge for about a week'
80,1,'Peel the oranges using a sharp knife ensuring all the pith is removed'
80,2,' Slice as thinly as possible and arrange over a dinner plate'
80,3,' Sprinkle with the demerara sugar followed by the Grand Marnier and set aside'
80,4,'Crumble the Christmas pudding into large pieces and scatter over the bottom of a trifle bowl'
80,5,' Lift the oranges onto the pudding in a layer and pour over any juices'
80,6,'Beat the mascarpone until smooth then stir in the custard'
80,7,' Spoon the mixture over the top of the oranges'
80,8,'Lightly whip the cream and spoon over the custard'
80,9,' Sprinkle with the flaked almonds and grated chocolate'
80,10,' You can make this a day in advance if you like chill until ready to serve'
81,1,'Get everything for the pudding prepared'
81,2,' Chop the almonds coarsely'
81,3,' Peel core and chop the cooking apples'
81,4,' Sharpen your knife and chop the candied peel'
81,5,' (You can chop the almonds and apples in a food processor but the peel must be done by hand'
81,6,') Grate three quarters of the nutmeg (sounds a lot but its correct)'
81,7,'Mix the almonds apples candied peel nutmeg raisins flour breadcrumbs light muscovado sugar eggs and 2 tbsp brandy or cognac in a large bowl'
81,8,'Holding the butter in its wrapper grate a quarter of it into the bowl then stir everything together'
81,9,' Repeat until all the butter is grated then stir for 3-4 mins  the mixture is ready when it subsides slightly after each stir'
81,10,' Ask the family to stir too and get everyone to make a wish'
81,11,'Generously butter two 1'
81,12,'2 litre bowls and put a circle of baking parchment in the bottom of each'
81,13,' Pack in the pudding mixture'
81,14,' Cover with a double layer of baking parchment pleating it to allow for expansion then tie with string (keep the paper in place with a rubber band while tying)'
81,15,' Trim off any excess paper'
81,16,'Now stand each bowl on a large sheet of foil and bring the edges up over the top then put another sheet of foil over the top and bring it down underneath to make a double package (this makes the puddings watertight)'
81,17,' Tie with more string and make a handle for easy lifting in and out of the pan'
81,18,' Watch our video to see how to tie up a pudding correctly'
81,19,'Boil or oven steam the puddings for 8 hrs topping up with water as necessary'
81,20,' Remove from the pans and leave to cool overnight'
81,21,' When cold discard the messy wrappings and re-wrap in new baking parchment foil and string'
81,22,' Store in a cool dry place until Christmas'
81,23,'To make the brandy butter cream the butter with the orange zest and icing sugar'
81,24,' Gradually beat in the brandy or cognac and chopped stem ginger'
81,25,' Put in a small bowl fork the top attractively and put in the fridge to set'
81,26,' The butter will keep for a week in the fridge or it can be frozen for up to six weeks'
81,27,'On Christmas Day boil or oven steam for 1 hr'
81,28,' Unwrap and turn out'
81,29,' To flame warm 3-4 tbsp brandy in a small pan pour it over the pudding and set light to it'
82,1,'Heat oven to 160C/fan 140C/gas 3'
82,2,' Line the base and sides of a 20 cm round 7'
82,3,'5 cm deep cake tin'
82,4,' Beat the butter and sugar with an electric hand mixer for 1-2 mins until very creamy and pale in colour scraping down the sides of the bowl half way through'
82,5,' Stir in a spoonful of the flour then stir in the beaten egg and the rest of the flour alternately a quarter at a time beating well each time with a wooden spoon'
82,6,' Stir in the almonds'
82,7,'Mix in the sherry (the mix will look curdled) then add the peel cherries raisins cherries nuts lemon zest spice rosewater and vanilla'
82,8,' Beat together to mix then stir in the baking powder'
82,9,'Spoon mixture into the tin and smooth the top making a slight dip in the centre'
82,10,' Bake for 30 mins then lower temperature to 150C/fan 130C/gas 2 and bake a further 2-2 hrs until a skewer insterted in the middle comes out clean'
82,11,' Leave to cool in the tin then take out of the tin and peel off the lining paper'
82,12,' When completely cold wrap well in cling film and foil to store until ready to decorate'
82,13,' The cake will keep for several months'
83,1,'1Place corned beef in large pot or Dutch oven and cover with water'
83,2,' Add the spice packet that came with the corned beef'
83,3,' Cover pot and bring to a boil then reduce to a simmer'
83,4,' Simmer approximately 50 minutes per pound or until tender'
83,5,'2Add whole potatoes and peeled and cut carrots and cook until the vegetables are almost tender'
83,6,' Add cabbage and cook for 15 more minutes'
83,7,' Remove meat and let rest 15 minutes'
83,8,'3Place vegetables in a bowl and cover'
83,9,' Add as much broth (cooking liquid reserved in the Dutch oven or large pot) as you want'
83,10,' Slice meat across the grain'
84,1,'Preheat the oven to 350'
84,2,' Remove the stems from one bunch of Tuscan kale and tear the leaves into 1 pieces (mustard greens collards spinach and chard are great too)'
84,3,' Coarsely chop half a head of green cabbage'
84,4,' Combine the greens in a large baking dish and add 4 cloves of thinly sliced garlic'
84,5,' Adding some sliced onions and shiitake mushrooms at this point is optional but highly recommended (Ill saut the onions and mushrooms in a cast iron baking dish right on the stove before adding to the greens)'
84,6,' Coat the greens with some olive oil and pour  cup chicken stock or broth over everything'
84,7,' Cover the dish with foil and bake until the greens are wilted about 15 minutes'
84,8,' Remove foil and season with salt and pepper'
84,9,' Continue to bake until cabbage is tender about 20-25 minutes more'
84,10,'Meanwhile heat a little olive oil in a large skillet over medium-high'
84,11,' Prick four sweet Italian sausages with a fork and cook until browned on all sides and cooked through 10 to 12 minutes'
84,12,' When the greens are done slice the sausage and toss into the greens with a splash of your favorite vinegar (I like sherry or red wine)'
85,1,'Cook the quinoa following the pack instructions then rinse in cold water and drain thoroughly'
85,2,'Meanwhile mix the butter chilli and garlic into a paste'
85,3,' Toss the chicken fillets in 2 tsp of the olive oil with some seasoning'
85,4,' Lay in a hot griddle pan and cook for 3-4 mins each side or until cooked through'
85,5,' Transfer to a plate dot with the spicy butter and set aside to melt'
85,6,'Next tip the tomatoes olives onion feta and mint into a bowl'
85,7,' Toss in the cooked quinoa'
85,8,' Stir through the remaining olive oil lemon juice and zest and season well'
85,9,' Serve with the chicken fillets on top drizzled with any buttery chicken juices'
86,1,'Wrap the chicken loosely between plastic wrap and pound gently with the flat side of a meat tenderizer until about 1/2 inch thick all around'
86,2,'Cut into two pieces as even as possible'
86,3,'Marinate in the pickle juice for 30 minutes to one hour (add a teaspoon of Tabasco sauce now for a spicy sandwich)'
86,4,'Beat the egg with the milk in a bowl'
86,5,'Combine the flour sugar and spices in another bowl'
86,6,'Dip the chicken pieces each into the egg on both sides then coat in flour on both sides'
86,7,'Heat the oil in a skillet (1/2 inch deep) to about 345-350'
86,8,'Fry each cutlet for 2 minutes on each side or until golden and cooked through'
86,9,'Blot on paper and serve on toasted buns with pickle slices'
87,1,'STEP 1Heat the butter in a casserole dish until sizzling then fry the pork for 2-3 mins on each side until browned'
87,2,' Remove from the pan'
87,3,'STEP 2Tip the bacon carrot potatoes and swede into the pan then gently fry until slightly coloured'
87,4,' Stir in the cabbage sit the chops back on top add the bay leaf then pour over the cider and stock'
87,5,' Cover the pan then leave everything to gently simmer for 20 mins until the pork is cooked through and the vegetables are tender'
87,6,'STEP 3Serve at the table spooned straight from the dish'
88,1,'Place the ground meat in a bowl'
88,2,' Chop the onion very finely and grate the garlic cloves'
88,3,' Add to the bowl'
88,4,' Add the chopped parsley all sorts of paprika baking soda dried breadcrumbs water Vegeta salt and pepper'
88,5,'Mix well with the hand mixer fitted with the dough hooks'
88,6,' Cover the bowl with cling film/ plastic foil and leave to rest for 1 or 2 hours in the refrigerator'
88,7,'Take portions of the meat mixture about 50-55 g/ 1'
88,8,'7-1'
88,9,'9 oz/  cup portions and form the cevapi'
88,10,' The rolls should be about as thick as your thumb and about 7-10 cm/ 3-4 inches long'
88,11,' I had 18 sausages'
88,12,' The recipe can be easily doubled'
88,13,'Grill the cevapcici on the hot grill pan or on the barbecue for about 12-14 minutes turning them several times in between or until brown and cooked through'
88,14,' I checked by cutting one in the middle and then grilling the following batches for the same period of time'
88,15,'Serve hot as suggested above'
88,16,' The cevapcici can be reheated in the oven at 180 degrees Celsius/ 350 degrees Fahrenheit for about 10 minutes or until heated through'
88,17,' Check one if it is not hot enough give the sausages a few more minutes'
89,1,'Preheat oven to 200C fan / 220C / 425F / Gas mark 7If you have not bought diced lamb cut your lamb shoulder or leg into large chunks and place to one side'
89,2,'Chunks of chopped lamb of a red chopping boardMake oil marinade -Mix 80ml of olive oil in a bowl with garlic puree sundried tomato puree black pepper and salt'
89,3,'olive oil gia sundried tomato puree and gia garlic puree and black pepper mixed together in a silver bowl to make Croatian pekaAdd potatoes and vegetables into a large lidded casserole dish'
89,4,'Chopped up vegetables which consist of chopped up red onion courgette potatoes red peppers in a cast iron panPlace diced lamb on top of the vegetables pour the marinade and wine over the top'
89,5,'Chunks of lamb covered in in a sundried tomato oil sauce which is on top of chopped red onion aubergine courgette and potatoes in a cast iron panAdd the rosemary thyme and sage trying to keep the herbs on top'
89,6,'So you can easily remove the herb stalks once cooked'
89,7,'Chunks of lamb coated in a sundried tomato oil sauce and covered with thyme rosemary and sage which is on top of chopped red onion aubergine courgette and potatoes in a cast iron panPlace lid on the casserole dish and cook for 1hr 30 minuteIf you do not have a lid cover very well with kitchen foilCast iron dish with lid on in the ovenTake the lid off remove any thick herb stems'
89,8,' Stir in 2 tbsp of olive oil'
89,9,'Cook for a further 20-30 mins'
89,10,'Cooked Croatian Lamb Peka in a cast iron pan in the ovenServe with fresh homemade bread to dip into the juices'
90,1,'Heat the oil in a pan'
90,2,' Add the chopped vegetables and saut until tender'
90,3,' Take a pot empty the beans together with the vegetables into it put the sausages inside and cook for further 20 minutes on a low heat'
90,4,' Or put it in an oven and bake it at a temperature of 180C/350F for 30 minutes'
90,5,' This dish is even better reheated the next day'
91,1,'Crush the meat so that it is finite and we put it on a griddle to brown'
91,2,' Put the eggs bacon and ham to fry'
91,3,'Cut the bread in half put the beef brisket the fried eggs the bacon the ham the mozzarella the tomato and the lettuce'
91,4,' Cover with the other half of the bread and serve'
92,1,'Slice eggplant into 1 cm (0'
92,2,'4-inch) slices'
92,3,' Place them in a bowl and sprinkle them with salt'
92,4,' allow them to sit for 30 minutes to render some of their liquid and bitterness'
92,5,'2'
92,6,' After 30 minutes wash eggplant slices from salt and pat dry with a kitchen towel'
92,7,'3'
92,8,' In a large bowl/plate place breadcrumbs and sesame seeds'
92,9,' In another bowl beat 2 eggs with pinch salt and pepper'
92,10,'4'
92,11,' Heal oil in a large skillet over high heat'
92,12,'5'
92,13,' Dip eggplant slices in egg then in crumbs and place in hot oil'
92,14,' Fry 2 to 3 minutes on each side or until golden brown'
92,15,' Drain on a paper towel'
93,1,'Add the butter to a large Dutch oven or other heavy-duty pot over medium heat'
93,2,' When the butter has melted add the onion and saut until translucent'
93,3,'Add the cabbage carrot and celery'
93,4,' Saut until the vegetables begin to soften stirring frequently about 3 minutes'
93,5,'Add the bay leaf and vegetable stock and bring to a boil over high heat'
93,6,' Reduce the heat to low and simmer covered until the vegetables are crisp-tender about 15 minutes'
93,7,'Add the potatoes and bring it back to a boil over high heat'
93,8,' Reduce the heat to low and simmer covered until the potatoes are tender about 10 minutes'
93,9,'Add the tomatoes (or undrained canned tomatoes) and bring the soup back to a boil over high heat'
93,10,' Reduce the heat to low and simmer uncovered for 5 minutes'
93,11,' Season to taste with salt and pepper'
93,12,'emove and discard the bay leaf from the pot'
93,13,'Serve topped with fresh sour cream and fresh dill'
94,1,'Wash and soak toor dal in approx'
94,2,' 3 cups of water for at least one hours'
94,3,' Dal will be double in volume after soaking'
94,4,' Drain the water'
94,5,'Cook dal with 2-1/2 cups water and add salt turmeric on medium high heat until soft in texture (approximately 30 mins) it should be like thick soup'
94,6,'In a frying pan heat the ghee'
94,7,' Add cumin seeds and mustard seeds'
94,8,' After the seeds crack add bay leaves green chili ginger and chili powder'
94,9,' Stir for a few seconds'
94,10,'Add tomatoes salt and sugar stir and cook until tomatoes are tender and mushy'
94,11,'Add cilantro and garam masala cook for about one minute'
94,12,'Pour the seasoning over dal mix it well and cook for another minute'
94,13,'Serve with Naan'
95,1,'Put the almonds into a small bowl and pour over boiling water to just cover'
95,2,' Leave for 5 mins then drain in a sieve and leave to dry'
95,3,'Preheat the oven to 180C/160 C fan/Gas Mark 4'
95,4,' Line a deep loose-based 20cm cake tin with baking parchment'
95,5,'Put the butter in a large bowl and beat well until soft'
95,6,' Add the sugar and beat until light and fluffy'
95,7,' Stir in the orange zest and apricot jam'
95,8,'Sieve together the flour and baking powder'
95,9,' Add the eggs to the creamed butter and sugar a little at a time beating well between each addition'
95,10,' If the mixture starts to curdle stir in a little flour'
95,11,'Add the remaining flour and ground almonds and mix well'
95,12,' Mix in the milk and then add the dried fruit and cherries and mix gently together'
95,13,'Spoon the mixture into the prepared tin and spread level using the back of a spoon'
95,14,' Arrange the whole almonds close together in neat circles on the top of the cake'
95,15,' Bake in the oven for 45 mins'
95,16,'Lower the oven temperature to 160C/140 C fan/Gas Mark 3 and cook for a further 6080 minutes'
95,17,' Check the cake after 50 minutes by inserting a wooden or metal skewer into the cake'
95,18,' When its done it should have just a few crumbs attached'
95,19,' Check every 10 minutes - its important not to overcook this cake so the centre will be a little soft'
95,20,'When cooked remove the cake briefly from the oven put the milk and sugar into a small pan and heat gently until the sugar has dissolved'
95,21,' Brush over the top of the cake and return the cake to the oven for 2-3 mins'
95,22,' Remove and allow the cake to cool in the tin'
95,23,' When quite cold remove from the tin and wrap in foil and keep for at least 2 days before cutting'
96,1,'The day before you want to make the dish scatter half the salt half the garlic and half of the herbs over the base of a small shallow dish'
96,2,' Lay the duck legs skin-side up on top then scatter over the remaining salt garlic and herbs'
96,3,' Cover the duck and refrigerate overnight'
96,4,' This can be done up to 2 days ahead'
96,5,'Pour the wine into a saucepan that will snugly fit the duck legs in a single layer'
96,6,' Brush the salt off the duck legs and place them skin-side down in the wine'
96,7,' Cover the pan with a lid and place over a medium heat'
96,8,' As soon as the wine starts to bubble turn the heat down to the lowest setting and cook for 2 hours checking occasionally that the liquid is just barely simmering'
96,9,' (If you own a heat diffuser it would be good to use it here'
96,10,') After 2 hours the duck legs should be submerged in their own fat and the meat should feel incredibly tender when prodded'
96,11,' Leave to cool'
96,12,'The duck legs are now cooked and can be eaten immediately  or you can follow the next step if you like them crisp'
96,13,' If you are preparing ahead pack the duck legs tightly into a plastic container or jar and pour over the fat but not the liquid at the bottom of the pan'
96,14,' Cover and leave in the fridge for up to a month or freeze for up to 3 months'
96,15,' The liquid you are left with makes a tasty gravy which can be chilled or frozen until needed'
96,16,'To reheat and crisp up the duck legs heat oven to 220C/fan 200C/gas 7'
96,17,' Remove the legs from the fat and place them skin-side down in an ovenproof frying pan'
96,18,' Roast for 30-40 mins turning halfway through until brown and crisp'
96,19,' Serve with the reheated gravy a crisp salad and some crisp golden ptoatoes'
97,1,'Pure half the strawberries in a blender'
97,2,' Chop the remaining strawberries reserving four for decoration'
97,3,'Whip the double cream until stiff peaks form then fold in the strawberry pure and crushed meringue'
97,4,' Fold in the chopped strawberries and ginger cordial if using'
97,5,'Spoon equal amounts of the mixture into four cold wine glasses'
97,6,' Serve garnished with the remaining strawberries and a sprig of mint'
98,1,'To make the pastry dice the butter and put it in the freezer to go really hard'
98,2,' Tip flour into the bowl of a food processor with half the butter and pulse to the texture of breadcrumbs'
98,3,' Pour in the lemon juice and 100ml iced water and pulse to a dough'
98,4,' Tip in the rest of the butter and pulse a few times until the dough is heavily flecked with butter'
98,5,' It is important that you dont overdo this as the flecks of butter are what makes the pastry flaky'
98,6,'On a floured surface roll the pastry out to a neat rectangle about 20 x 30cm'
98,7,' Fold the two ends of the pastry into the middle (See picture 1) then fold in half (pic 2)'
98,8,' Roll the pastry out again and refold the same way 3 more times resting the pastry for at least 15 mins each time between roll and fold then leave to rest in the fridge for at least 30 mins before using'
98,9,'To make the filling melt the butter in a large saucepan'
98,10,' Take it off the heat and stir in all the other ingredients until completely mixed then set aside'
98,11,'To make the cakes roll the pastry out until its just a little thicker than a 1 coin and cut out 8 rounds about 12cm across'
98,12,' Re-roll the trimming if needed'
98,13,' Place a good heaped tablespoon of mixture in the middle of each round brush the edges of the rounds with water then gather the pastry around the filling and squeeze it together (pic 3)'
98,14,' Flip them over so the smooth top is upwards and pat them into a smooth round'
98,15,' Flatten each round with a rolling pin to an oval until the fruit just starts to poke through then place on a baking tray'
98,16,' Cut 2 little slits in each Eccles cakes brush generously with egg white and sprinkle with the sugar (pic 4)'
98,17,'Heat the oven to 220C/200C fan/gas 8'
98,18,' Bake the Eccles cakes for 15-20 mins until just past golden brown and sticky'
98,19,' Leave to cool on a rack and enjoy while still warm or cold with a cup of tea'
98,20,' If you prefer Eccles cakes also go really well served with a wedge of hard tangy British cheese such as Lancashire or cheddar'
99,1,'Heat the flat grill plate over a low heat on top of 2 rings/flames if it fits and brush sparingly with light olive oil'
99,2,'Cook the sausages first'
99,3,' Add the sausages to the hot grill plate/the coolest part if there is one and allow to cook slowly for about 15-20 minutes turning occasionally until golden'
99,4,' After the first 10 minutes increase the heat to medium before beginning to cook the other ingredients'
99,5,' If you are struggling for space completely cook the sausages and keep hot on a plate in the oven'
99,6,'Snip a few small cuts into the fatty edge of the bacon'
99,7,' Place the bacon straight on to the grill plate and fry for 2-4 minutes each side or until your preferred crispiness is reached'
99,8,' Like the sausages the cooked bacon can be kept hot on a plate in the oven'
99,9,'For the mushrooms brush away any dirt using a pastry brush and trim the stalk level with the mushroom top'
99,10,' Season with salt and pepper and drizzle over a little olive oil'
99,11,' Place stalk-side up on the grill plate and cook for 1-2 minutes before turning and cooking for a further 3-4 minutes'
99,12,' Avoid moving the mushrooms too much while cooking as this releases the natural juices making them soggy'
99,13,'For the tomatoes cut the tomatoes across the centre/or in half lengthways if using plum tomatoes  and with a small sharp knife remove the green eye'
99,14,' Season with salt and pepper and drizzle with a little olive oil'
99,15,' Place cut-side down on the grill plate and cook without moving for 2 minutes'
99,16,' Gently turn over and season again'
99,17,' Cook for a further 2-3 minutes until tender but still holding their shape'
99,18,'For the black pudding cut the black pudding into 3-4 slices and remove the skin'
99,19,' Place on the grill plate and cook for 1-2 minutes each side until slightly crispy'
99,20,'For proper fried bread its best to cook it in a separate pan'
99,21,' Ideally use bread that is a couple of days old'
99,22,' Heat a frying pan to a medium heat and cover the base with oil'
99,23,' Add the bread and cook for 2-3 minutes each side until crispy and golden'
99,24,' If the pan becomes too dry add a little more oil'
99,25,' For a richer flavour add a knob of butter after you turn the slice'
99,26,'For the fried eggs break the egg straight into the pan with the fried bread and leave for 30 seconds'
99,27,' Add a good knob of butter and lightly splash/baste the egg with the butter when melted'
99,28,' Cook to your preferred stage season and gently remove with a fish slice'
99,29,'Once all the ingredients are cooked serve on warm plates and enjoy straight away with a good squeeze of tomato ketchup or brown sauce'
100,1,'Rinse fish; rub with lemon or lime seasoned with salt and pepper or use your favorite seasoning'
100,2,' I used creole seasoning'
100,3,' Set aside or place in the oven to keep it warm until sauce is ready'
100,4,'In large skillet heat oil over medium heat until hot add the fish cook each side- for about 5-7 minutes until cooked through and crispy on both sides'
100,5,' Remove fish and set aside'
100,6,' Drain oil and leave about 2-3 tablespoons of oilAdd bay leave garlic and ginger stir-fry for about a minute making sure the garlic does not burnThen add onion bell peppers thyme scotch bonnet sugar all spice-continue stirring for about 2-3 minutes'
100,7,' Add vinegar mix an adjust salt and pepper according to preference'
100,8,' Let it simmer for about 2 more minutes'
100,9,' Discard bay leave thyme spring and serve over fish with a side of this bammy'
100,10,' You may make the sauce about 2 days in advance'
101,1,'In a wok add chicken broth and wait for it to boil'
101,2,'Next add salt sugar white pepper sesame seed oil'
101,3,'When the chicken broth is boiling add the vegetables to the wok'
101,4,'To thicken the sauce whisk together 1 Tablespoon of cornstarch and 2 Tablespoon of water in a bowl and slowly add to your soup until its the right thickness'
101,5,'Next add 1 egg slightly beaten with a knife or fork and add it to the soup slowly and stir for 8 secondsServe the soup in a bowl and add the green onions on top'
102,1,'To prepare bread for bottom of dish: Take pita bread and rip into bite size pieces'
102,2,' In a frying pan add about a 1/4 stick of butter add bread pieces and fry until golden brown and crisp'
102,3,' Put these pieces in a glass baking dish preferably a square sized dish'
102,4,' Set aside'
102,5,'Then add to same pan a little more butter salt approximately 2 cloves of crushed fresh garlic and a teaspoon or so of cumin stir around a bit until you can smell aroma then add fried bread pieces to this mixture stir to coat bread and put back into glass baking dish'
102,6,' Set aside'
102,7,'To prepare meat: put some butter in a pot stir fry meat until brown add 1 onion quartered salt & pepper 1 cube of chicken bouillon and water to cover meat'
102,8,' Bring to a boil turn down to simmer cover and cook until tender approximately 2 hours'
102,9,' After meat has cooled take out chunks of meat and put in a bowl set aside'
102,10,' Reserve soup from the meat separately'
102,11,'To prepare the rice: Put some butter into a pot add shareya (fideo noodles) like a handful or so keep stirring until golden brown not too dark but very golden'
102,12,' Then add two cups of rice stir a little bit until some of the rice turns an opaque white'
102,13,' Add 2-1/4 cups of water and salt to taste'
102,14,' Bring to a boil cover and turn down to simmer cook until tender'
102,15,' Test the rice tenderness after about 35 minutes'
102,16,'Now take some of the soup from meat and add to the top of the bread pieces in baking dish to saturate'
102,17,'Add cooked rice on top of bread pieces'
102,18,' Slowly spoon remainder of soup onto rice looking at glass dish sides to see level of soup should reach just to top of rice dont worry this doesnt have to be exact'
102,19,' Now youre ready to make the sauce and fry the meat to put on top'
102,20,'To prepare red sauce: In a pan add a little oil or butter crushed tomato a half teaspoon of tomato paste salt & pepper 2 cloves of fresh crushed garlic and cumin'
102,21,' Add also approximately 3 tablespoons of vinegar stir this until you smell aroma and it is a bit smooth'
102,22,' It should be a bit thick not watery but if too thick you can add a bit of water'
102,23,' Spread with a wooden spoon atop the rice to cover'
102,24,'To fry meat: In a pan add a bit of butter or oil the meat just a touch of tomato paste about a tablespoon of fresh crushed garlic salt & pepper a teaspoon of cumin'
102,25,' Cook until meat is golden fried'
102,26,'Spoon this atop the rice and serve'
103,1,'1'
103,2,'	Slice 1 lb'
103,3,' small Japanese or Italian eggplant (about 3) into quarters lengthwise then cut crosswise into 2-wide pieces'
103,4,' Place in a medium bowl'
103,5,' Add 1 Tbsp'
103,6,' sugar 1 tsp'
103,7,' Diamond Crystal or  tsp'
103,8,' Morton kosher salt and  tsp'
103,9,' freshly ground black pepper'
103,10,' Toss to evenly coat eggplant and let sit at room temperature at least 20 minutes and up to 2 hours'
103,11,'2'
103,12,'	Peel and thinly slice 8 garlic cloves'
103,13,' Add 3 Tbsp'
103,14,' vegetable oil and half of garlic to a medium Dutch oven or other heavy pot'
103,15,' Cook over medium-high heat stirring constantly with a wooden spoon until light golden and crisp about 5 minutes'
103,16,' Using a slotted spoon transfer garlic chips to a plate; season lightly with salt'
103,17,'3'
103,18,' Place 4 oz'
103,19,' ground pork in same pot and break up into small pieces with wooden spoon'
103,20,' Season with  tsp'
103,21,' Diamond Crystal or Morton kosher salt and cook undisturbed until deeply browned underneath about 5 minutes'
103,22,' Using a slotted spoon transfer to another plate leaving fat behind in the pot'
103,23,'4'
103,24,' Place eggplant on a clean kitchen towel and blot away any moisture the salt has drawn out'
103,25,'5'
103,26,' Working in batches and adding more oil if needed cook eggplant in the same pot until lightly browned about 3 minutes per side'
103,27,' Transfer to a plate with pork'
103,28,'6'
103,29,' Pour 1 cups of water into the pot and scrape up browned bits from the bottom with a wooden spoon'
103,30,' Add remaining garlic 3 Tbsp'
103,31,' coconut vinegar or unseasoned rice vinegar 2 Tbsp'
103,32,' soy sauce 2 bay leaves 1 tsp'
103,33,' freshly ground black pepper and remaining 1 Tbsp'
103,34,' sugar'
103,35,' Bring to a simmer then return pork and eggplant to pot'
103,36,' Reduce heat to medium-low partially cover and simmer until eggplant is tender and silky and sauce is reduced by half 2025 minutes'
103,37,' Taste and season with more salt and pepper and add a little more sugar if needed'
103,38,'7'
103,39,' Top with garlic chips and serve with cooked white rice'
104,1,'01'
104,2,'Put the potatoes in a large pan of cold salted water and bring to the boil'
104,3,' Lower the heat cover then simmer gently for 15 minutes until tender'
104,4,' Drain then return to the pan over a low heat for 30 seconds to drive off any excess water'
104,5,' Mash with 1 tbsp olive oil then season'
104,6,'02'
104,7,'Meanwhile put the milk in a large saut pan add the fish and bring to the boil'
104,8,' Remove from the heat cover and stand for 3 minutes'
104,9,' Remove the fish (reserving the milk) and pat dry with kitchen paper then gently flake into an ovenproof dish discarding the skin and any bones'
104,10,'03'
104,11,'Heat the remaining oil in a pan stir in the flour and cook for 30 seconds'
104,12,' Gradually stir in 200-250ml of the reserved milk (discard the rest)'
104,13,' Grate in nutmeg season then bubble until thick'
104,14,' Stir in the cream'
104,15,'04'
104,16,'Preheat the oven to 190C/fan170C/gas 5'
104,17,' Grate the artichokes and add to the dish with the leek prawns and herbs'
104,18,' Stir the lemon zest and juice into the sauce then pour over'
104,19,' Mix gently with a wooden spoon'
104,20,'05'
104,21,'Spoon the mash onto the fish mixture then use a fork to make peaks which will crisp and brown as it cooks'
104,22,' Sprinkle over the cheese then bake for 35-40 minutes until golden and bubbling'
104,23,' Serve with wilted greens'
105,1,'Place a large saucepan over medium heat and add oil'
105,2,' When hot add chopped vegetables and saut until softened 5 to 10 minutes'
105,3,'Add 6 cups water lentils thyme bay leaves and salt'
105,4,' Bring to a boil then reduce to a fast simmer'
105,5,'Simmer lentils until they are tender and have absorbed most of the water 20 to 25 minutes'
105,6,' If necessary drain any excess water after lentils have cooked'
105,7,' Serve immediately or allow them to cool and reheat later'
105,8,'For a fuller taste use some chicken stock and reduce the water by the same amount'
106,1,'In a medium saucepan stir the clotted cream butter and cornflour over a low-ish heat and bring to a low simmer'
106,2,' Turn off the heat and keep warm'
106,3,'Meanwhile put the cheese and nutmeg in a small bowl and add a good grinding of black pepper then stir everything together (dont add any salt at this stage)'
106,4,'Put the pasta in another pan with 2 tsp salt pour over some boiling water and cook following pack instructions (usually 3-4 mins)'
106,5,' When cooked scoop some of the cooking water into a heatproof jug or mug and drain the pasta but not too thoroughly'
106,6,'Add the pasta to the pan with the clotted cream mixture then sprinkle over the cheese and gently fold everything together over a low heat using a rubber spatula'
106,7,' When combined splash in 3 tbsp of the cooking water'
106,8,' At first the pasta will look wet and sloppy: keep stirring until the water is absorbed and the sauce is glossy'
106,9,' Check the seasoning before transferring to heated bowls'
106,10,' Sprinkle over some chives or parsley then serve immediately'
107,1,'Heat the flat grill plate over a low heat on top of 2 rings/flames if it fits and brush sparingly with light olive oil'
107,2,'Cook the sausages first'
107,3,' Add the sausages to the hot grill plate/the coolest part if there is one and allow to cook slowly for about 15-20 minutes turning occasionally until golden'
107,4,' After the first 10 minutes increase the heat to medium before beginning to cook the other ingredients'
107,5,' If you are struggling for space completely cook the sausages and keep hot on a plate in the oven'
107,6,'Snip a few small cuts into the fatty edge of the bacon'
107,7,' Place the bacon straight on to the grill plate and fry for 2-4 minutes each side or until your preferred crispiness is reached'
107,8,' Like the sausages the cooked bacon can be kept hot on a plate in the oven'
107,9,'For the mushrooms brush away any dirt using a pastry brush and trim the stalk level with the mushroom top'
107,10,' Season with salt and pepper and drizzle over a little olive oil'
107,11,' Place stalk-side up on the grill plate and cook for 1-2 minutes before turning and cooking for a further 3-4 minutes'
107,12,' Avoid moving the mushrooms too much while cooking as this releases the natural juices making them soggy'
107,13,'For the tomatoes cut the tomatoes across the centre/or in half lengthways if using plum tomatoes  and with a small sharp knife remove the green eye'
107,14,' Season with salt and pepper and drizzle with a little olive oil'
107,15,' Place cut-side down on the grill plate and cook without moving for 2 minutes'
107,16,' Gently turn over and season again'
107,17,' Cook for a further 2-3 minutes until tender but still holding their shape'
107,18,'For the black pudding cut the black pudding into 3-4 slices and remove the skin'
107,19,' Place on the grill plate and cook for 1-2 minutes each side until slightly crispy'
107,20,'For proper fried bread its best to cook it in a separate pan'
107,21,' Ideally use bread that is a couple of days old'
